Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2291,3/10/26,12:20:31,17.3,T1TTemp C,19.4,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2292,3/10/26,12:20:32,17.2,T1TTemp C,19.5,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2293,3/10/26,12:20:33,17.2,T1TTemp C,19.5,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2294,3/10/26,12:20:34,17.2,T1TTemp C,19.7,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2295,3/10/26,12:20:35,17.2,T1TTemp C,19.7,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2296,3/10/26,12:20:36,17.2,T1TTemp C,19.9,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2297,3/10/26,12:20:37,17.3,T1TTemp C,20,T2TTemp C,22.2,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2298,3/10/26,12:20:38,17.3,T1TTemp C,20,T2TTemp C,22.3,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2299,3/10/26,12:20:39,17.4,T1TTemp C,20,T2TTemp C,22.4,T3TTemp C,24.4,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2300,3/10/26,12:20:40,17.4,T1TTemp C,20,T2TTemp C,22.4,T3TTemp C,24.3,T4TTemp C,24.6,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.7,T8TTemp C,24.3,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2301,3/10/26,12:21:10,19.9,T1TTemp C,21.1,T2TTemp C,22.1,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2302,3/10/26,12:21:11,19.9,T1TTemp C,21.1,T2TTemp C,22.2,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2303,3/10/26,12:21:12,19.9,T1TTemp C,21.1,T2TTemp C,22.2,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2304,3/10/26,12:21:13,19.9,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2305,3/10/26,12:21:14,20,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2306,3/10/26,12:21:15,20,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2307,3/10/26,12:21:16,20.1,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2308,3/10/26,12:21:17,20.1,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2309,3/10/26,12:21:18,20.2,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2310,3/10/26,12:21:19,20.2,T1TTemp C,21,T2TTemp C,22.3,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2311,3/10/26,12:21:20,19.5,T1TTemp C,21,T2TTemp C,22.2,T3TTemp C,24.1,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2312,3/10/26,12:21:21,19.5,T1TTemp C,21,T2TTemp C,22.2,T3TTemp C,24.1,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2313,3/10/26,12:21:22,19.5,T1TTemp C,21,T2TTemp C,22,T3TTemp C,24.1,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2314,3/10/26,12:21:23,19.5,T1TTemp C,20.8,T2TTemp C,22,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2315,3/10/26,12:21:24,19.5,T1TTemp C,20.8,T2TTemp C,21.9,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2316,3/10/26,12:21:25,19.5,T1TTemp C,20.7,T2TTemp C,21.9,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2317,3/10/26,12:21:26,19.5,T1TTemp C,20.7,T2TTemp C,21.9,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2318,3/10/26,12:21:27,18.6,T1TTemp C,20.7,T2TTemp C,21.8,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2319,3/10/26,12:21:28,18.6,T1TTemp C,20.7,T2TTemp C,21.8,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2320,3/10/26,12:21:29,18.6,T1TTemp C,20.5,T2TTemp C,21.6,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2321,3/10/26,12:21:30,18.6,T1TTemp C,20.5,T2TTemp C,21.6,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2322,3/10/26,12:21:31,18.6,T1TTemp C,20.5,T2TTemp C,21.6,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2323,3/10/26,12:21:32,19.3,T1TTemp C,20.5,T2TTemp C,21.5,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2324,3/10/26,12:21:33,19.3,T1TTemp C,20.5,T2TTemp C,21.5,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2325,3/10/26,12:21:34,19.3,T1TTemp C,20.6,T2TTemp C,21.5,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2326,3/10/26,12:21:35,19.3,T1TTemp C,20.6,T2TTemp C,21.5,T3TTemp C,24.1,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2327,3/10/26,12:21:36,19.3,T1TTemp C,20.7,T2TTemp C,21.6,T3TTemp C,24.2,T4TTemp C,24.4,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2328,3/10/26,12:21:37,20.3,T1TTemp C,20.9,T2TTemp C,21.6,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2329,3/10/26,12:21:38,20.3,T1TTemp C,20.9,T2TTemp C,21.6,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2330,3/10/26,12:21:39,20.3,T1TTemp C,21.1,T2TTemp C,21.7,T3TTemp C,24.2,T4TTemp C,24.5,T5TTemp C,24.8,T6TTemp C,24.4,T7TTemp C,24.6,T8TTemp C,24.2,T9TTemp C,24.5,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2331,3/10/26,12:25:11,20.9,T1TTemp C,22.2,T2TTemp C,23.1,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,23.9,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2332,3/10/26,12:25:12,20.9,T1TTemp C,22.2,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,23.9,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2333,3/10/26,12:25:13,20.9,T1TTemp C,22.2,T2TTemp C,23.1,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,23.9,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2334,3/10/26,12:25:14,20.9,T1TTemp C,22.2,T2TTemp C,23.1,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,23.9,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2335,3/10/26,12:25:15,20.9,T1TTemp C,22.1,T2TTemp C,23,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,23.9,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2336,3/10/26,12:25:16,20.8,T1TTemp C,22.1,T2TTemp C,23,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.3,T8TTemp C,24,T9TTemp C,24.2,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2337,3/10/26,12:25:17,20.8,T1TTemp C,22.1,T2TTemp C,22.9,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2338,3/10/26,12:25:18,20.9,T1TTemp C,22,T2TTemp C,22.9,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2339,3/10/26,12:25:19,20.9,T1TTemp C,22,T2TTemp C,22.8,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2340,3/10/26,12:25:20,20.8,T1TTemp C,21.9,T2TTemp C,22.7,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2341,3/10/26,12:25:21,20.8,T1TTemp C,21.9,T2TTemp C,22.7,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2342,3/10/26,12:25:22,20.8,T1TTemp C,21.8,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2343,3/10/26,12:25:23,20.8,T1TTemp C,21.8,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2344,3/10/26,12:25:24,20.8,T1TTemp C,21.7,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2345,3/10/26,12:25:25,20.8,T1TTemp C,21.6,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2346,3/10/26,12:25:26,20.8,T1TTemp C,21.6,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2347,3/10/26,12:25:27,20.7,T1TTemp C,21.7,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2348,3/10/26,12:25:28,20.7,T1TTemp C,21.7,T2TTemp C,22.6,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2349,3/10/26,12:25:29,20.8,T1TTemp C,21.8,T2TTemp C,22.7,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2350,3/10/26,12:25:30,20.8,T1TTemp C,21.8,T2TTemp C,22.7,T3TTemp C,24.3,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2351,3/10/26,12:25:31,20.8,T1TTemp C,21.9,T2TTemp C,22.7,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2352,3/10/26,12:25:32,20.9,T1TTemp C,22,T2TTemp C,22.7,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2353,3/10/26,12:25:33,20.9,T1TTemp C,22,T2TTemp C,22.7,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.1,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2354,3/10/26,12:25:34,21.1,T1TTemp C,22.1,T2TTemp C,22.7,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2355,3/10/26,12:25:35,21.1,T1TTemp C,22.1,T2TTemp C,22.7,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.4,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2356,3/10/26,12:25:36,21.2,T1TTemp C,22.1,T2TTemp C,22.6,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2357,3/10/26,12:25:37,21.3,T1TTemp C,22.1,T2TTemp C,22.6,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2358,3/10/26,12:25:38,21.3,T1TTemp C,22.2,T2TTemp C,22.5,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2359,3/10/26,12:25:39,21.3,T1TTemp C,22.2,T2TTemp C,22.5,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2360,3/10/26,12:26:10,18.9,T1TTemp C,22.7,T2TTemp C,23.3,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2361,3/10/26,12:26:11,18.9,T1TTemp C,22.7,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2362,3/10/26,12:26:12,18.9,T1TTemp C,22.7,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2363,3/10/26,12:26:13,18.9,T1TTemp C,22.6,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2364,3/10/26,12:26:14,18.8,T1TTemp C,22.6,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2365,3/10/26,12:26:15,18.8,T1TTemp C,22.6,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2366,3/10/26,12:26:16,18.9,T1TTemp C,22.6,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2367,3/10/26,12:26:17,18.9,T1TTemp C,22.6,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
2368,3/10/26,12:26:18,18.9,T1TTemp C,22.5,T2TTemp C,23.2,T3TTemp C,24.4,T4TTemp C,24.4,T5TTemp C,24.7,T6TTemp C,24.2,T7TTemp C,24.5,T8TTemp C,24,T9TTemp C,24.3,T10TTemp C,9999,T11TTemp C,9999,T12TTemp C
